season,week,posteam,game_id,player_id,season_player_id,full_name,position,pass_yards_gained,pass_touchdown,pass_interception,pass_two_point_conv,receptions,rec_attempt,rec_yards_gained,rec_touchdown,rec_fumble_lost,rec_two_point_conv,rush_attempt,rush_yards_gained,rush_touchdown,rush_two_point_conv,rush_fumble_lost,total_fantasy_points,half_ppg,round,pick
2018,,,,00-0033078,2018 00-0033078,Keenan Reynolds,RB,,,,,,,,,,,,,,,,0,,6,182
2018,,,,00-0033078,2018 00-0033078,Keenan Reynolds,RB,,,,,,,,,,,,,,,,0,,6,182
2018,,,,00-0033078,2018 00-0033078,Keenan Reynolds,RB,,,,,,,,,,,,,,,,0,,6,182
2015,,,,00-0031625,2015 00-0031625,Kenny Hilliard,RB,,,,,,,,,,,,,,,,0,,7,235
2015,,,,00-0031625,2015 00-0031625,Kenny Hilliard,RB,,,,,,,,,,,,,,,,0,,7,235
2015,,,,00-0031625,2015 00-0031625,Kenny Hilliard,RB,,,,,,,,,,,,,,,,0,,7,235
2015,,,,00-0031625,2015 00-0031625,Kenny Hilliard,RB,,,,,,,,,,,,,,,,0,,7,235
2015,,,,00-0031625,2015 00-0031625,Kenny Hilliard,RB,,,,,,,,,,,,,,,,0,,7,235
2015,,,,00-0031625,2015 00-0031625,Kenny Hilliard,RB,,,,,,,,,,,,,,,,0,,7,235
2015,,,,00-0031625,2015 00-0031625,Kenny Hilliard,RB,,,,,,,,,,,,,,,,0,,7,235
2015,,,,00-0031625,2015 00-0031625,Kenny Hilliard,RB,,,,,,,,,,,,,,,,0,,7,235
2015,,,,00-0031625,2015 00-0031625,Kenny Hilliard,RB,,,,,,,,,,,,,,,,0,,7,235
2015,,,,00-0031625,2015 00-0031625,Kenny Hilliard,RB,,,,,,,,,,,,,,,,0,,7,235
2015,,,,00-0031625,2015 00-0031625,Kenny Hilliard,RB,,,,,,,,,,,,,,,,0,,7,235
2015,,,,00-0031625,2015 00-0031625,Kenny Hilliard,RB,,,,,,,,,,,,,,,,0,,7,235
2015,,,,00-0031625,2015 00-0031625,Kenny Hilliard,RB,,,,,,,,,,,,,,,,0,,7,235
2015,,,,00-0031625,2015 00-0031625,Kenny Hilliard,RB,,,,,,,,,,,,,,,,0,,7,235
2015,,,,00-0031625,2015 00-0031625,Kenny Hilliard,RB,,,,,,,,,,,,,,,,0,,7,235
2015,,,,00-0031625,2015 00-0031625,Kenny Hilliard,RB,,,,,,,,,,,,,,,,0,,7,235
2023,,,,00-0038636,2023 00-0038636,Kenny McIntosh,RB,,,,,,,,,,,,,,,,0,,7,237
2023,,,,00-0038636,2023 00-0038636,Kenny McIntosh,RB,,,,,,,,,,,,,,,,0,,7,237
2023,,,,00-0038636,2023 00-0038636,Kenny McIntosh,RB,,,,,,,,,,,,,,,,0,,7,237
2023,,,,00-0038636,2023 00-0038636,Kenny McIntosh,RB,,,,,,,,,,,,,,,,0,,7,237
2023,,,,00-0038636,2023 00-0038636,Kenny McIntosh,RB,,,,,,,,,,,,,,,,0,,7,237
2023,,,,00-0038636,2023 00-0038636,Kenny McIntosh,RB,,,,,,,,,,,,,,,,0,,7,237
2023,,,,00-0038636,2023 00-0038636,Kenny McIntosh,RB,,,,,,,,,,,,,,,,0,,7,237
2023,,,,00-0038636,2023 00-0038636,Kenny McIntosh,RB,,,,,,,,,,,,,,,,0,,7,237
2023,,,,00-0038636,2023 00-0038636,Kenny McIntosh,RB,,,,,,,,,,,,,,,,0,,7,237
2019,,,,00-0035596,2019 00-0035596,Kerrith Whyte Jr.,RB,,,,,,,,,,,,,,,,0,,7,222
2019,,,,00-0035596,2019 00-0035596,Kerrith Whyte Jr.,RB,,,,,,,,,,,,,,,,0,,7,222
2019,,,,00-0035596,2019 00-0035596,Kerrith Whyte Jr.,RB,,,,,,,,,,,,,,,,0,,7,222
2019,,,,00-0035596,2019 00-0035596,Kerrith Whyte Jr.,RB,,,,,,,,,,,,,,,,0,,7,222
2019,,,,00-0035596,2019 00-0035596,Kerrith Whyte Jr.,RB,,,,,,,,,,,,,,,,0,,7,222
2019,,,,00-0035596,2019 00-0035596,Kerrith Whyte Jr.,RB,,,,,,,,,,,,,,,,0,,7,222
2019,,,,00-0035596,2019 00-0035596,Kerrith Whyte Jr.,RB,,,,,,,,,,,,,,,,0,,7,222
2019,,,,00-0035596,2019 00-0035596,Kerrith Whyte Jr.,RB,,,,,,,,,,,,,,,,0,,7,222
2019,,,,00-0035596,2019 00-0035596,Kerrith Whyte Jr.,RB,,,,,,,,,,,,,,,,0,,7,222
2019,,,,00-0035596,2019 00-0035596,Kerrith Whyte Jr.,RB,,,,,,,,,,,,,,,,0,,7,222
2022,,,,00-0037286,2022 00-0037286,Kevin Harris,RB,,,,,,,,,,,,,,,,0,,6,183
2022,,,,00-0037286,2022 00-0037286,Kevin Harris,RB,,,,,,,,,,,,,,,,0,,6,183
2022,,,,00-0037286,2022 00-0037286,Kevin Harris,RB,,,,,,,,,,,,,,,,0,,6,183
2022,,,,00-0037286,2022 00-0037286,Kevin Harris,RB,,,,,,,,,,,,,,,,0,,6,183
2022,,,,00-0037286,2022 00-0037286,Kevin Harris,RB,,,,,,,,,,,,,,,,0,,6,183
2022,,,,00-0037286,2022 00-0037286,Kevin Harris,RB,,,,,,,,,,,,,,,,0,,6,183
2022,,,,00-0037286,2022 00-0037286,Kevin Harris,RB,,,,,,,,,,,,,,,,0,,6,183
2022,,,,00-0037286,2022 00-0037286,Kevin Harris,RB,,,,,,,,,,,,,,,,0,,6,183
2022,,,,00-0037286,2022 00-0037286,Kevin Harris,RB,,,,,,,,,,,,,,,,0,,6,183
2022,,,,00-0037286,2022 00-0037286,Kevin Harris,RB,,,,,,,,,,,,,,,,0,,6,183
2022,,,,00-0037286,2022 00-0037286,Kevin Harris,RB,,,,,,,,,,,,,,,,0,,6,183
2022,,,,00-0037286,2022 00-0037286,Kevin Harris,RB,,,,,,,,,,,,,,,,0,,6,183
2017,,,,00-0033797,2017 00-0033797,Khalfani Muhammad,RB,,,,,,,,,,,,,,,,0,,7,241
2017,,,,00-0033797,2017 00-0033797,Khalfani Muhammad,RB,,,,,,,,,,,,,,,,0,,7,241
2017,,,,00-0033797,2017 00-0033797,Khalfani Muhammad,RB,,,,,,,,,,,,,,,,0,,7,241
2017,,,,00-0033797,2017 00-0033797,Khalfani Muhammad,RB,,,,,,,,,,,,,,,,0,,7,241
2017,,,,00-0033797,2017 00-0033797,Khalfani Muhammad,RB,,,,,,,,,,,,,,,,0,,7,241
2017,,,,00-0033797,2017 00-0033797,Khalfani Muhammad,RB,,,,,,,,,,,,,,,,0,,7,241
2017,,,,00-0033797,2017 00-0033797,Khalfani Muhammad,RB,,,,,,,,,,,,,,,,0,,7,241
2017,,,,00-0033797,2017 00-0033797,Khalfani Muhammad,RB,,,,,,,,,,,,,,,,0,,7,241
2017,,,,00-0033797,2017 00-0033797,Khalfani Muhammad,RB,,,,,,,,,,,,,,,,0,,7,241
2017,,,,00-0033797,2017 00-0033797,Khalfani Muhammad,RB,,,,,,,,,,,,,,,,0,,7,241
2017,,,,00-0033797,2017 00-0033797,Khalfani Muhammad,RB,,,,,,,,,,,,,,,,0,,7,241
2017,,,,00-0033797,2017 00-0033797,Khalfani Muhammad,RB,,,,,,,,,,,,,,,,0,,7,241
2017,,,,00-0033797,2017 00-0033797,Khalfani Muhammad,RB,,,,,,,,,,,,,,,,0,,7,241
2017,,,,00-0033797,2017 00-0033797,Khalfani Muhammad,RB,,,,,,,,,,,,,,,,0,,7,241
2017,,,,00-0033797,2017 00-0033797,Khalfani Muhammad,RB,,,,,,,,,,,,,,,,0,,7,241
2017,,,,00-0033797,2017 00-0033797,Khalfani Muhammad,RB,,,,,,,,,,,,,,,,0,,7,241
2021,,,,00-0036906,2021 00-0036906,Khalil Herbert,RB,,,,,,,,,,,,,,,,0,,6,217
2021,,,,00-0036906,2021 00-0036906,Khalil Herbert,RB,,,,,,,,,,,,,,,,0,,6,217
2021,,,,00-0036906,2021 00-0036906,Khalil Herbert,RB,,,,,,,,,,,,,,,,0,,6,217
2024,,,,00-0039391,2024 00-0039391,Kimani Vidal,RB,,,,,,,,,,,,,,,,0,,6,181
2024,,,,00-0039391,2024 00-0039391,Kimani Vidal,RB,,,,,,,,,,,,,,,,0,,6,181
2024,,,,00-0039391,2024 00-0039391,Kimani Vidal,RB,,,,,,,,,,,,,,,,0,,6,181
2024,,,,00-0039391,2024 00-0039391,Kimani Vidal,RB,,,,,,,,,,,,,,,,0,,6,181
2024,,,,00-0039391,2024 00-0039391,Kimani Vidal,RB,,,,,,,,,,,,,,,,0,,6,181
2024,,,,00-0039391,2024 00-0039391,Kimani Vidal,RB,,,,,,,,,,,,,,,,0,,6,181
2024,,,,00-0039391,2024 00-0039391,Kimani Vidal,RB,,,,,,,,,,,,,,,,0,,6,181
2024,,,,00-0039391,2024 00-0039391,Kimani Vidal,RB,,,,,,,,,,,,,,,,0,,6,181
2021,,,,00-0036669,2021 00-0036669,Kylin Hill,RB,,,,,,,,,,,,,,,,0,,7,256
2021,,,,00-0036669,2021 00-0036669,Kylin Hill,RB,,,,,,,,,,,,,,,,0,,7,256
2021,,,,00-0036669,2021 00-0036669,Kylin Hill,RB,,,,,,,,,,,,,,,,0,,7,256
2021,,,,00-0036669,2021 00-0036669,Kylin Hill,RB,,,,,,,,,,,,,,,,0,,7,256
2021,,,,00-0036669,2021 00-0036669,Kylin Hill,RB,,,,,,,,,,,,,,,,0,,7,256
2021,,,,00-0036669,2021 00-0036669,Kylin Hill,RB,,,,,,,,,,,,,,,,0,,7,256
2021,,,,00-0036669,2021 00-0036669,Kylin Hill,RB,,,,,,,,,,,,,,,,0,,7,256
2021,,,,00-0036669,2021 00-0036669,Kylin Hill,RB,,,,,,,,,,,,,,,,0,,7,256
2021,,,,00-0036669,2021 00-0036669,Kylin Hill,RB,,,,,,,,,,,,,,,,0,,7,256
2021,,,,00-0036669,2021 00-0036669,Kylin Hill,RB,,,,,,,,,,,,,,,,0,,7,256
2021,,,,00-0036669,2021 00-0036669,Kylin Hill,RB,,,,,,,,,,,,,,,,0,,7,256
2021,,,,00-0036669,2021 00-0036669,Kylin Hill,RB,,,,,,,,,,,,,,,,0,,7,256
2021,,,,00-0036669,2021 00-0036669,Kylin Hill,RB,,,,,,,,,,,,,,,,0,,7,256
2021,,,,00-0036669,2021 00-0036669,Kylin Hill,RB,,,,,,,,,,,,,,,,0,,7,256
2021,,,,00-0036650,2021 00-0036650,Larry Rountree,RB,,,,,,,,,,,,,,,,0,,6,198
2021,,,,00-0036650,2021 00-0036650,Larry Rountree,RB,,,,,,,,,,,,,,,,0,,6,198
2021,,,,00-0036650,2021 00-0036650,Larry Rountree,RB,,,,,,,,,,,,,,,,0,,6,198
2021,,,,00-0036650,2021 00-0036650,Larry Rountree,RB,,,,,,,,,,,,,,,,0,,6,198
2021,,,,00-0036650,2021 00-0036650,Larry Rountree,RB,,,,,,,,,,,,,,,,0,,6,198
2021,,,,00-0036650,2021 00-0036650,Larry Rountree,RB,,,,,,,,,,,,,,,,0,,6,198
2021,,,,00-0036650,2021 00-0036650,Larry Rountree,RB,,,,,,,,,,,,,,,,0,,6,198
2021,,,,00-0036650,2021 00-0036650,Larry Rountree,RB,,,,,,,,,,,,,,,,0,,6,198
2021,,,,00-0036650,2021 00-0036650,Larry Rountree,RB,,,,,,,,,,,,,,,,0,,6,198
2020,,,,00-0031959,2020 00-0031959,Malcolm Perry,RB,,,,,,,,,,,,,,,,0,,7,246
2020,,,,00-0031959,2020 00-0031959,Malcolm Perry,RB,,,,,,,,,,,,,,,,0,,7,246
2020,,,,00-0031959,2020 00-0031959,Malcolm Perry,RB,,,,,,,,,,,,,,,,0,,7,246
2020,,,,00-0031959,2020 00-0031959,Malcolm Perry,RB,,,,,,,,,,,,,,,,0,,7,246
2020,,,,00-0031959,2020 00-0031959,Malcolm Perry,RB,,,,,,,,,,,,,,,,0,,7,246
2015,,,,00-0031959,2015 00-0031959,Marcus Murphy,RB,,,,,,,,,,,,,,,,0,,7,230
2015,,,,00-0031959,2015 00-0031959,Marcus Murphy,RB,,,,,,,,,,,,,,,,0,,7,230
2015,,,,00-0031959,2015 00-0031959,Marcus Murphy,RB,,,,,,,,,,,,,,,,0,,7,230
2015,,,,00-0031959,2015 00-0031959,Marcus Murphy,RB,,,,,,,,,,,,,,,,0,,7,230
2015,,,,00-0031959,2015 00-0031959,Marcus Murphy,RB,,,,,,,,,,,,,,,,0,,7,230
2015,,,,00-0031959,2015 00-0031959,Marcus Murphy,RB,,,,,,,,,,,,,,,,0,,7,230
2015,,,,00-0031959,2015 00-0031959,Marcus Murphy,RB,,,,,,,,,,,,,,,,0,,7,230
2015,,,,00-0031959,2015 00-0031959,Marcus Murphy,RB,,,,,,,,,,,,,,,,0,,7,230
2015,,,,00-0031959,2015 00-0031959,Marcus Murphy,RB,,,,,,,,,,,,,,,,0,,7,230
2015,,,,00-0031959,2015 00-0031959,Marcus Murphy,RB,,,,,,,,,,,,,,,,0,,7,230
2015,,,,00-0031959,2015 00-0031959,Marcus Murphy,RB,,,,,,,,,,,,,,,,0,,7,230
2015,,,,00-0031959,2015 00-0031959,Marcus Murphy,RB,,,,,,,,,,,,,,,,0,,7,230
2015,,,,00-0031959,2015 00-0031959,Marcus Murphy,RB,,,,,,,,,,,,,,,,0,,7,230
2015,,,,00-0031959,2015 00-0031959,Marcus Murphy,RB,,,,,,,,,,,,,,,,0,,7,230
2015,,,,00-0031959,2015 00-0031959,Marcus Murphy,RB,,,,,,,,,,,,,,,,0,,7,230
2017,,,,00-0033596,2017 00-0033596,Matt Dayes,RB,,,,,,,,,,,,,,,,0,,7,252
2017,,,,00-0033596,2017 00-0033596,Matt Dayes,RB,,,,,,,,,,,,,,,,0,,7,252
2017,,,,00-0033596,2017 00-0033596,Matt Dayes,RB,,,,,,,,,,,,,,,,0,,7,252
2017,,,,00-0033596,2017 00-0033596,Matt Dayes,RB,,,,,,,,,,,,,,,,0,,7,252
2017,,,,00-0033596,2017 00-0033596,Matt Dayes,RB,,,,,,,,,,,,,,,,0,,7,252
2017,,,,00-0033596,2017 00-0033596,Matt Dayes,RB,,,,,,,,,,,,,,,,0,,7,252
2017,,,,00-0033596,2017 00-0033596,Matt Dayes,RB,,,,,,,,,,,,,,,,0,,7,252
2017,,,,00-0033596,2017 00-0033596,Matt Dayes,RB,,,,,,,,,,,,,,,,0,,7,252
2017,,,,00-0033596,2017 00-0033596,Matt Dayes,RB,,,,,,,,,,,,,,,,0,,7,252
2017,,,,00-0033596,2017 00-0033596,Matt Dayes,RB,,,,,,,,,,,,,,,,0,,7,252
2017,,,,00-0033596,2017 00-0033596,Matt Dayes,RB,,,,,,,,,,,,,,,,0,,7,252
2017,,,,00-0033596,2017 00-0033596,Matt Dayes,RB,,,,,,,,,,,,,,,,0,,7,252
2019,,,,00-0035303,2019 00-0035303,Mike Weber,RB,,,,,,,,,,,,,,,,0,,7,218
2019,,,,00-0035303,2019 00-0035303,Mike Weber,RB,,,,,,,,,,,,,,,,0,,7,218
2019,,,,00-0035303,2019 00-0035303,Mike Weber,RB,,,,,,,,,,,,,,,,0,,7,218
2019,,,,00-0035303,2019 00-0035303,Mike Weber,RB,,,,,,,,,,,,,,,,0,,7,218
2019,,,,00-0035303,2019 00-0035303,Mike Weber,RB,,,,,,,,,,,,,,,,0,,7,218
2019,,,,00-0035303,2019 00-0035303,Mike Weber,RB,,,,,,,,,,,,,,,,0,,7,218
2019,,,,00-0035303,2019 00-0035303,Mike Weber,RB,,,,,,,,,,,,,,,,0,,7,218
2019,,,,00-0035303,2019 00-0035303,Mike Weber,RB,,,,,,,,,,,,,,,,0,,7,218
2019,,,,00-0035303,2019 00-0035303,Mike Weber,RB,,,,,,,,,,,,,,,,0,,7,218
2019,,,,00-0035303,2019 00-0035303,Mike Weber,RB,,,,,,,,,,,,,,,,0,,7,218
2019,,,,00-0035303,2019 00-0035303,Mike Weber,RB,,,,,,,,,,,,,,,,0,,7,218
2019,,,,00-0035303,2019 00-0035303,Mike Weber,RB,,,,,,,,,,,,,,,,0,,7,218
2019,,,,00-0035303,2019 00-0035303,Mike Weber,RB,,,,,,,,,,,,,,,,0,,7,218
2019,,,,00-0035303,2019 00-0035303,Mike Weber,RB,,,,,,,,,,,,,,,,0,,7,218
2019,,,,00-0035303,2019 00-0035303,Mike Weber,RB,,,,,,,,,,,,,,,,0,,7,218
2019,,,,00-0035303,2019 00-0035303,Mike Weber,RB,,,,,,,,,,,,,,,,0,,7,218
2019,,,,00-0035311,2019 00-0035311,Myles Gaskin,RB,,,,,,,,,,,,,,,,0,,7,234
2019,,,,00-0035311,2019 00-0035311,Myles Gaskin,RB,,,,,,,,,,,,,,,,0,,7,234
2019,,,,00-0035311,2019 00-0035311,Myles Gaskin,RB,,,,,,,,,,,,,,,,0,,7,234
2019,,,,00-0035311,2019 00-0035311,Myles Gaskin,RB,,,,,,,,,,,,,,,,0,,7,234
2019,,,,00-0035311,2019 00-0035311,Myles Gaskin,RB,,,,,,,,,,,,,,,,0,,7,234
2019,,,,00-0035311,2019 00-0035311,Myles Gaskin,RB,,,,,,,,,,,,,,,,0,,7,234
2019,,,,00-0035311,2019 00-0035311,Myles Gaskin,RB,,,,,,,,,,,,,,,,0,,7,234
2019,,,,00-0035311,2019 00-0035311,Myles Gaskin,RB,,,,,,,,,,,,,,,,0,,7,234
2019,,,,00-0034433,2019 00-0034433,Nick Bawden,RB,,,,,,,,,,,,,,,,0,,7,237
2019,,,,00-0034433,2019 00-0034433,Nick Bawden,RB,,,,,,,,,,,,,,,,0,,7,237
2019,,,,00-0034433,2019 00-0034433,Nick Bawden,RB,,,,,,,,,,,,,,,,0,,7,237
2019,,,,00-0034433,2019 00-0034433,Nick Bawden,RB,,,,,,,,,,,,,,,,0,,7,237
2019,,,,00-0034433,2019 00-0034433,Nick Bawden,RB,,,,,,,,,,,,,,,,0,,7,237
2020,,,,00-0036435,2020 00-0036435,Raymond Calais,RB,,,,,,,,,,,,,,,,0,,7,245
2020,,,,00-0036435,2020 00-0036435,Raymond Calais,RB,,,,,,,,,,,,,,,,0,,7,245
2020,,,,00-0036435,2020 00-0036435,Raymond Calais,RB,,,,,,,,,,,,,,,,0,,7,245
2020,,,,00-0036435,2020 00-0036435,Raymond Calais,RB,,,,,,,,,,,,,,,,0,,7,245
2020,,,,00-0036435,2020 00-0036435,Raymond Calais,RB,,,,,,,,,,,,,,,,0,,7,245
2020,,,,00-0036435,2020 00-0036435,Raymond Calais,RB,,,,,,,,,,,,,,,,0,,7,245
2020,,,,00-0036435,2020 00-0036435,Raymond Calais,RB,,,,,,,,,,,,,,,,0,,7,245
2020,,,,00-0036435,2020 00-0036435,Raymond Calais,RB,,,,,,,,,,,,,,,,0,,7,245
2020,,,,00-0036435,2020 00-0036435,Raymond Calais,RB,,,,,,,,,,,,,,,,0,,7,245
2020,,,,00-0036435,2020 00-0036435,Raymond Calais,RB,,,,,,,,,,,,,,,,0,,7,245
2020,,,,00-0036435,2020 00-0036435,Raymond Calais,RB,,,,,,,,,,,,,,,,0,,7,245
2020,,,,00-0036435,2020 00-0036435,Raymond Calais,RB,,,,,,,,,,,,,,,,0,,7,245
2020,,,,00-0036435,2020 00-0036435,Raymond Calais,RB,,,,,,,,,,,,,,,,0,,7,245
2020,,,,00-0036435,2020 00-0036435,Raymond Calais,RB,,,,,,,,,,,,,,,,0,,7,245
2020,,,,00-0036435,2020 00-0036435,Raymond Calais,RB,,,,,,,,,,,,,,,,0,,7,245
2020,,,,00-0036435,2020 00-0036435,Raymond Calais,RB,,,,,,,,,,,,,,,,0,,7,245
2019,,,,00-0035594,2019 00-0035594,Travis Homer,RB,,,,,,,,,,,,,,,,0,,6,204
2019,,,,00-0035594,2019 00-0035594,Travis Homer,RB,,,,,,,,,,,,,,,,0,,6,204
2019,,,,00-0035594,2019 00-0035594,Travis Homer,RB,,,,,,,,,,,,,,,,0,,6,204
2019,,,,00-0035594,2019 00-0035594,Travis Homer,RB,,,,,,,,,,,,,,,,0,,6,204
2019,,,,00-0035594,2019 00-0035594,Travis Homer,RB,,,,,,,,,,,,,,,,0,,6,204
2019,,,,00-0035594,2019 00-0035594,Travis Homer,RB,,,,,,,,,,,,,,,,0,,6,204
2019,,,,00-0035594,2019 00-0035594,Travis Homer,RB,,,,,,,,,,,,,,,,0,,6,204
2019,,,,00-0035594,2019 00-0035594,Travis Homer,RB,,,,,,,,,,,,,,,,0,,6,204
2019,,,,00-0035594,2019 00-0035594,Travis Homer,RB,,,,,,,,,,,,,,,,0,,6,204
2019,,,,00-0035594,2019 00-0035594,Travis Homer,RB,,,,,,,,,,,,,,,,0,,6,204
2019,,,,00-0035594,2019 00-0035594,Travis Homer,RB,,,,,,,,,,,,,,,,0,,6,204
2019,,,,00-0035594,2019 00-0035594,Travis Homer,RB,,,,,,,,,,,,,,,,0,,6,204
2019,,,,00-0035291,2019 00-0035291,Trayveon Williams,RB,,,,,,,,,,,,,,,,0,,6,182
2019,,,,00-0035291,2019 00-0035291,Trayveon Williams,RB,,,,,,,,,,,,,,,,0,,6,182
2019,,,,00-0035291,2019 00-0035291,Trayveon Williams,RB,,,,,,,,,,,,,,,,0,,6,182
2019,,,,00-0035291,2019 00-0035291,Trayveon Williams,RB,,,,,,,,,,,,,,,,0,,6,182
2019,,,,00-0035291,2019 00-0035291,Trayveon Williams,RB,,,,,,,,,,,,,,,,0,,6,182
2019,,,,00-0035291,2019 00-0035291,Trayveon Williams,RB,,,,,,,,,,,,,,,,0,,6,182
2019,,,,00-0035291,2019 00-0035291,Trayveon Williams,RB,,,,,,,,,,,,,,,,0,,6,182
2019,,,,00-0035291,2019 00-0035291,Trayveon Williams,RB,,,,,,,,,,,,,,,,0,,6,182
2019,,,,00-0035291,2019 00-0035291,Trayveon Williams,RB,,,,,,,,,,,,,,,,0,,6,182
2019,,,,00-0035291,2019 00-0035291,Trayveon Williams,RB,,,,,,,,,,,,,,,,0,,6,182
2019,,,,00-0035291,2019 00-0035291,Trayveon Williams,RB,,,,,,,,,,,,,,,,0,,6,182
2019,,,,00-0035291,2019 00-0035291,Trayveon Williams,RB,,,,,,,,,,,,,,,,0,,6,182
2019,,,,00-0035291,2019 00-0035291,Trayveon Williams,RB,,,,,,,,,,,,,,,,0,,6,182
2019,,,,00-0035291,2019 00-0035291,Trayveon Williams,RB,,,,,,,,,,,,,,,,0,,6,182
2019,,,,00-0035291,2019 00-0035291,Trayveon Williams,RB,,,,,,,,,,,,,,,,0,,6,182
2019,,,,00-0035291,2019 00-0035291,Trayveon Williams,RB,,,,,,,,,,,,,,,,0,,6,182
2018,,,,00-0034164,2018 00-0034164,Trenton Cannon,RB,,,,,,,,,,,,,,,,0,,6,204
2018,,,,00-0034164,2018 00-0034164,Trenton Cannon,RB,,,,,,,,,,,,,,,,0,,6,204
2018,,,,00-0034164,2018 00-0034164,Trenton Cannon,RB,,,,,,,,,,,,,,,,0,,6,204
2018,,,,00-0034164,2018 00-0034164,Trenton Cannon,RB,,,,,,,,,,,,,,,,0,,6,204
2018,,,,00-0034164,2018 00-0034164,Trenton Cannon,RB,,,,,,,,,,,,,,,,0,,6,204
2022,,,,00-0037087,2022 00-0037087,Trestan Ebner,RB,,,,,,,,,,,,,,,,0,,6,203
2022,,,,00-0037087,2022 00-0037087,Trestan Ebner,RB,,,,,,,,,,,,,,,,0,,6,203
2022,,,,00-0037087,2022 00-0037087,Trestan Ebner,RB,,,,,,,,,,,,,,,,0,,6,203
2022,,,,00-0037087,2022 00-0037087,Trestan Ebner,RB,,,,,,,,,,,,,,,,0,,6,203
2022,,,,00-0037087,2022 00-0037087,Trestan Ebner,RB,,,,,,,,,,,,,,,,0,,6,203
2022,,,,00-0037087,2022 00-0037087,Trestan Ebner,RB,,,,,,,,,,,,,,,,0,,6,203
2022,,,,00-0037087,2022 00-0037087,Trestan Ebner,RB,,,,,,,,,,,,,,,,0,,6,203
2022,,,,00-0037087,2022 00-0037087,Trestan Ebner,RB,,,,,,,,,,,,,,,,0,,6,203
2022,,,,00-0037087,2022 00-0037087,Trestan Ebner,RB,,,,,,,,,,,,,,,,0,,6,203
2022,,,,00-0037087,2022 00-0037087,Trestan Ebner,RB,,,,,,,,,,,,,,,,0,,6,203
2019,,,,00-0035537,2019 00-0035537,Ty Johnson,RB,,,,,,,,,,,,,,,,0,,6,186
2022,,,,00-0037085,2022 00-0037085,Tyler Badie,RB,,,,,,,,,,,,,,,,0,,6,196
2022,,,,00-0037085,2022 00-0037085,Tyler Badie,RB,,,,,,,,,,,,,,,,0,,6,196
2022,,,,00-0037085,2022 00-0037085,Tyler Badie,RB,,,,,,,,,,,,,,,,0,,6,196
2022,,,,00-0037085,2022 00-0037085,Tyler Badie,RB,,,,,,,,,,,,,,,,0,,6,196
2022,,,,00-0037085,2022 00-0037085,Tyler Badie,RB,,,,,,,,,,,,,,,,0,,6,196
2022,,,,00-0037085,2022 00-0037085,Tyler Badie,RB,,,,,,,,,,,,,,,,0,,6,196
2022,,,,00-0037085,2022 00-0037085,Tyler Badie,RB,,,,,,,,,,,,,,,,0,,6,196
2022,,,,00-0037085,2022 00-0037085,Tyler Badie,RB,,,,,,,,,,,,,,,,0,,6,196
2022,,,,00-0037085,2022 00-0037085,Tyler Badie,RB,,,,,,,,,,,,,,,,0,,6,196
2022,,,,00-0037085,2022 00-0037085,Tyler Badie,RB,,,,,,,,,,,,,,,,0,,6,196
2022,,,,00-0037085,2022 00-0037085,Tyler Badie,RB,,,,,,,,,,,,,,,,0,,6,196
2022,,,,00-0037085,2022 00-0037085,Tyler Badie,RB,,,,,,,,,,,,,,,,0,,6,196
2022,,,,00-0037085,2022 00-0037085,Tyler Badie,RB,,,,,,,,,,,,,,,,0,,6,196
2022,,,,00-0037085,2022 00-0037085,Tyler Badie,RB,,,,,,,,,,,,,,,,0,,6,196
2022,,,,00-0037085,2022 00-0037085,Tyler Badie,RB,,,,,,,,,,,,,,,,0,,6,196
2022,,,,00-0037085,2022 00-0037085,Tyler Badie,RB,,,,,,,,,,,,,,,,0,,6,196
2023,,,,00-0039136,2023 00-0039136,Zach Evans,RB,,,,,,,,,,,,,,,,0,,6,215
2023,,,,00-0039136,2023 00-0039136,Zach Evans,RB,,,,,,,,,,,,,,,,0,,6,215
2023,,,,00-0039136,2023 00-0039136,Zach Evans,RB,,,,,,,,,,,,,,,,0,,6,215
2023,,,,00-0039136,2023 00-0039136,Zach Evans,RB,,,,,,,,,,,,,,,,0,,6,215
2023,,,,00-0039136,2023 00-0039136,Zach Evans,RB,,,,,,,,,,,,,,,,0,,6,215
2023,,,,00-0039136,2023 00-0039136,Zach Evans,RB,,,,,,,,,,,,,,,,0,,6,215
2023,,,,00-0039136,2023 00-0039136,Zach Evans,RB,,,,,,,,,,,,,,,,0,,6,215
2023,,,,00-0039136,2023 00-0039136,Zach Evans,RB,,,,,,,,,,,,,,,,0,,6,215
2023,,,,00-0039136,2023 00-0039136,Zach Evans,RB,,,,,,,,,,,,,,,,0,,6,215
2023,,,,00-0039136,2023 00-0039136,Zach Evans,RB,,,,,,,,,,,,,,,,0,,6,215
2023,,,,00-0039136,2023 00-0039136,Zach Evans,RB,,,,,,,,,,,,,,,,0,,6,215
2023,,,,00-0039136,2023 00-0039136,Zach Evans,RB,,,,,,,,,,,,,,,,0,,6,215
2023,,,,00-0039136,2023 00-0039136,Zach Evans,RB,,,,,,,,,,,,,,,,0,,6,215
2022,,,,00-0037331,2022 00-0037331,Zander Horvath,RB,,,,,,,,,,,,,,,,0,,7,260
2022,,,,00-0037331,2022 00-0037331,Zander Horvath,RB,,,,,,,,,,,,,,,,0,,7,260
