season,week,posteam,game_id,player_id,season_player_id,full_name,position,pass_yards_gained,pass_touchdown,pass_interception,pass_two_point_conv,receptions,rec_attempt,rec_yards_gained,rec_touchdown,rec_fumble_lost,rec_two_point_conv,rush_attempt,rush_yards_gained,rush_touchdown,rush_two_point_conv,rush_fumble_lost,total_fantasy_points,half_ppg,round,pick
2023,,,,00-0038551,2023 00-0038551,Kendre Miller,RB,,,,,,,,,,,,,,,,0,,3,71
2016,,,,00-0033118,2016 00-0033118,Kenyan Drake,RB,,,,,,,,,,,,,,,,0,,3,73
2016,,,,00-0033118,2016 00-0033118,Kenyan Drake,RB,,,,,,,,,,,,,,,,0,,3,73
2016,,,,00-0033118,2016 00-0033118,Kenyan Drake,RB,,,,,,,,,,,,,,,,0,,3,73
2021,,,,00-0036984,2021 00-0036984,Trey Sermon,RB,,,,,,,,,,,,,,,,0,,3,88
2021,,,,00-0036984,2021 00-0036984,Trey Sermon,RB,,,,,,,,,,,,,,,,0,,3,88
2021,,,,00-0036984,2021 00-0036984,Trey Sermon,RB,,,,,,,,,,,,,,,,0,,3,88
2021,,,,00-0036984,2021 00-0036984,Trey Sermon,RB,,,,,,,,,,,,,,,,0,,3,88
2021,,,,00-0036984,2021 00-0036984,Trey Sermon,RB,,,,,,,,,,,,,,,,0,,3,88
2024,,,,00-0039738,2024 00-0039738,Blake Corum,RB,,,,,,,,,,,,,,,,0,,3,83
2024,,,,00-0039738,2024 00-0039738,Blake Corum,RB,,,,,,,,,,,,,,,,0,,3,83
2024,,,,00-0039738,2024 00-0039738,Blake Corum,RB,,,,,,,,,,,,,,,,0,,3,83
2016,,,,00-0032393,2016 00-0032393,C.J. Prosise,RB,,,,,,,,,,,,,,,,0,,3,90
2016,,,,00-0032393,2016 00-0032393,C.J. Prosise,RB,,,,,,,,,,,,,,,,0,,3,90
2016,,,,00-0032393,2016 00-0032393,C.J. Prosise,RB,,,,,,,,,,,,,,,,0,,3,90
2016,,,,00-0032393,2016 00-0032393,C.J. Prosise,RB,,,,,,,,,,,,,,,,0,,3,90
2017,,,,00-0033925,2017 00-0033925,D'Onta Foreman,RB,,,,,,,,,,,,,,,,0,,3,89
2019,,,,00-0035657,2019 00-0035657,Damien Harris,RB,,,,,,,,,,,,,,,,0,,3,87
2019,,,,00-0035657,2019 00-0035657,Damien Harris,RB,,,,,,,,,,,,,,,,0,,3,87
2019,,,,00-0035657,2019 00-0035657,Damien Harris,RB,,,,,,,,,,,,,,,,0,,3,87
2019,,,,00-0035657,2019 00-0035657,Damien Harris,RB,,,,,,,,,,,,,,,,0,,3,87
2019,,,,00-0035657,2019 00-0035657,Damien Harris,RB,,,,,,,,,,,,,,,,0,,3,87
2019,,,,00-0035657,2019 00-0035657,Damien Harris,RB,,,,,,,,,,,,,,,,0,,3,87
2019,,,,00-0035657,2019 00-0035657,Damien Harris,RB,,,,,,,,,,,,,,,,0,,3,87
2019,,,,00-0035657,2019 00-0035657,Damien Harris,RB,,,,,,,,,,,,,,,,0,,3,87
2019,,,,00-0035657,2019 00-0035657,Damien Harris,RB,,,,,,,,,,,,,,,,0,,3,87
2019,,,,00-0035657,2019 00-0035657,Damien Harris,RB,,,,,,,,,,,,,,,,0,,3,87
2019,,,,00-0035657,2019 00-0035657,Damien Harris,RB,,,,,,,,,,,,,,,,0,,3,87
2019,,,,00-0035657,2019 00-0035657,Damien Harris,RB,,,,,,,,,,,,,,,,0,,3,87
2019,,,,00-0035664,2019 00-0035664,Darrell Henderson,RB,,,,,,,,,,,,,,,,0,,3,70
2019,,,,00-0035664,2019 00-0035664,Darrell Henderson,RB,,,,,,,,,,,,,,,,0,,3,70
2019,,,,00-0035664,2019 00-0035664,Darrell Henderson,RB,,,,,,,,,,,,,,,,0,,3,70
2019,,,,00-0035664,2019 00-0035664,Darrell Henderson,RB,,,,,,,,,,,,,,,,0,,3,70
2019,,,,00-0035664,2019 00-0035664,Darrell Henderson,RB,,,,,,,,,,,,,,,,0,,3,70
2019,,,,00-0035664,2019 00-0035664,Darrell Henderson,RB,,,,,,,,,,,,,,,,0,,3,70
2019,,,,00-0035664,2019 00-0035664,Darrell Henderson,RB,,,,,,,,,,,,,,,,0,,3,70
2019,,,,00-0035664,2019 00-0035664,Darrell Henderson,RB,,,,,,,,,,,,,,,,0,,3,70
2020,,,,00-0036297,2020 00-0036297,Darrynton Evans,RB,,,,,,,,,,,,,,,,0,,3,93
2020,,,,00-0036297,2020 00-0036297,Darrynton Evans,RB,,,,,,,,,,,,,,,,0,,3,93
2020,,,,00-0036297,2020 00-0036297,Darrynton Evans,RB,,,,,,,,,,,,,,,,0,,3,93
2019,,,,00-0035250,2019 00-0035250,Devin Singletary,RB,,,,,,,,,,,,,,,,0,,3,74
2020,,,,00-0036450,2020 00-0036450,Ke'Shawn Vaughn,RB,,,,,,,,,,,,,,,,0,,3,76
2020,,,,00-0036450,2020 00-0036450,Ke'Shawn Vaughn,RB,,,,,,,,,,,,,,,,0,,3,76
2020,,,,00-0036450,2020 00-0036450,Ke'Shawn Vaughn,RB,,,,,,,,,,,,,,,,0,,3,76
2020,,,,00-0036450,2020 00-0036450,Ke'Shawn Vaughn,RB,,,,,,,,,,,,,,,,0,,3,76
2020,,,,00-0036450,2020 00-0036450,Ke'Shawn Vaughn,RB,,,,,,,,,,,,,,,,0,,3,76
2020,,,,00-0036450,2020 00-0036450,Ke'Shawn Vaughn,RB,,,,,,,,,,,,,,,,0,,3,76
2020,,,,00-0036450,2020 00-0036450,Ke'Shawn Vaughn,RB,,,,,,,,,,,,,,,,0,,3,76
2020,,,,00-0036450,2020 00-0036450,Ke'Shawn Vaughn,RB,,,,,,,,,,,,,,,,0,,3,76
2020,,,,00-0036450,2020 00-0036450,Ke'Shawn Vaughn,RB,,,,,,,,,,,,,,,,0,,3,76
2020,,,,00-0036450,2020 00-0036450,Ke'Shawn Vaughn,RB,,,,,,,,,,,,,,,,0,,3,76
2015,,,,00-0031939,2015 00-0031939,Matt Jones,RB,,,,,,,,,,,,,,,,0,,3,95
2015,,,,00-0031939,2015 00-0031939,Matt Jones,RB,,,,,,,,,,,,,,,,0,,3,95
2015,,,,00-0031939,2015 00-0031939,Matt Jones,RB,,,,,,,,,,,,,,,,0,,3,95
2022,,,,00-0037256,2022 00-0037256,Rachaad White,RB,,,,,,,,,,,,,,,,0,,3,91
2023,,,,00-0038555,2023 00-0038555,Tank Bigsby,RB,,,,,,,,,,,,,,,,0,,3,88
2023,,,,00-0038555,2023 00-0038555,Tank Bigsby,RB,,,,,,,,,,,,,,,,0,,3,88
2023,,,,00-0038555,2023 00-0038555,Tank Bigsby,RB,,,,,,,,,,,,,,,,0,,3,88
2023,,,,00-0038555,2023 00-0038555,Tank Bigsby,RB,,,,,,,,,,,,,,,,0,,3,88
2024,,,,00-0039921,2024 00-0039921,Trey Benson,RB,,,,,,,,,,,,,,,,0,,3,66
2022,,,,00-0037827,2022 00-0037827,Tyrion Davis-Price,RB,,,,,,,,,,,,,,,,0,,3,93
2022,,,,00-0037827,2022 00-0037827,Tyrion Davis-Price,RB,,,,,,,,,,,,,,,,0,,3,93
2022,,,,00-0037827,2022 00-0037827,Tyrion Davis-Price,RB,,,,,,,,,,,,,,,,0,,3,93
2022,,,,00-0037827,2022 00-0037827,Tyrion Davis-Price,RB,,,,,,,,,,,,,,,,0,,3,93
2022,,,,00-0037827,2022 00-0037827,Tyrion Davis-Price,RB,,,,,,,,,,,,,,,,0,,3,93
2022,,,,00-0037827,2022 00-0037827,Tyrion Davis-Price,RB,,,,,,,,,,,,,,,,0,,3,93
2022,,,,00-0037827,2022 00-0037827,Tyrion Davis-Price,RB,,,,,,,,,,,,,,,,0,,3,93
2022,,,,00-0037827,2022 00-0037827,Tyrion Davis-Price,RB,,,,,,,,,,,,,,,,0,,3,93
2020,,,,00-0036336,2020 00-0036336,Anthony McFarland,RB,,,,,,,,,,,,,,,,0,,4,124
2020,,,,00-0036336,2020 00-0036336,Anthony McFarland,RB,,,,,,,,,,,,,,,,0,,4,124
2020,,,,00-0036336,2020 00-0036336,Anthony McFarland,RB,,,,,,,,,,,,,,,,0,,4,124
2020,,,,00-0036336,2020 00-0036336,Anthony McFarland,RB,,,,,,,,,,,,,,,,0,,4,124
2020,,,,00-0036336,2020 00-0036336,Anthony McFarland,RB,,,,,,,,,,,,,,,,0,,4,124
2019,,,,00-0035217,2019 00-0035217,Benny Snell Jr.,RB,,,,,,,,,,,,,,,,0,,4,122
2019,,,,00-0035217,2019 00-0035217,Benny Snell Jr.,RB,,,,,,,,,,,,,,,,0,,4,122
2021,,,,00-0036555,2021 00-0036555,Chuba Hubbard,RB,,,,,,,,,,,,,,,,0,,4,126
2022,,,,00-0037617,2022 00-0037617,Hassan Haskins,RB,,,,,,,,,,,,,,,,0,,4,131
2022,,,,00-0037617,2022 00-0037617,Hassan Haskins,RB,,,,,,,,,,,,,,,,0,,4,131
2022,,,,00-0037617,2022 00-0037617,Hassan Haskins,RB,,,,,,,,,,,,,,,,0,,4,131
2022,,,,00-0037617,2022 00-0037617,Hassan Haskins,RB,,,,,,,,,,,,,,,,0,,4,131
2022,,,,00-0037617,2022 00-0037617,Hassan Haskins,RB,,,,,,,,,,,,,,,,0,,4,131
2022,,,,00-0037617,2022 00-0037617,Hassan Haskins,RB,,,,,,,,,,,,,,,,0,,4,131
2022,,,,00-0037617,2022 00-0037617,Hassan Haskins,RB,,,,,,,,,,,,,,,,0,,4,131
2022,,,,00-0037617,2022 00-0037617,Hassan Haskins,RB,,,,,,,,,,,,,,,,0,,4,131
2022,,,,00-0037617,2022 00-0037617,Hassan Haskins,RB,,,,,,,,,,,,,,,,0,,4,131
2022,,,,00-0037617,2022 00-0037617,Hassan Haskins,RB,,,,,,,,,,,,,,,,0,,4,131
2024,,,,00-0039363,2024 00-0039363,Isaac Guerendo,RB,,,,,,,,,,,,,,,,0,,4,129
2024,,,,00-0039363,2024 00-0039363,Isaac Guerendo,RB,,,,,,,,,,,,,,,,0,,4,129
2024,,,,00-0039363,2024 00-0039363,Isaac Guerendo,RB,,,,,,,,,,,,,,,,0,,4,129
2022,,,,00-0038045,2022 00-0038045,Isaiah Spiller,RB,,,,,,,,,,,,,,,,0,,4,123
2022,,,,00-0038045,2022 00-0038045,Isaiah Spiller,RB,,,,,,,,,,,,,,,,0,,4,123
2022,,,,00-0038045,2022 00-0038045,Isaiah Spiller,RB,,,,,,,,,,,,,,,,0,,4,123
2022,,,,00-0038045,2022 00-0038045,Isaiah Spiller,RB,,,,,,,,,,,,,,,,0,,4,123
2022,,,,00-0038045,2022 00-0038045,Isaiah Spiller,RB,,,,,,,,,,,,,,,,0,,4,123
2022,,,,00-0038045,2022 00-0038045,Isaiah Spiller,RB,,,,,,,,,,,,,,,,0,,4,123
2022,,,,00-0038045,2022 00-0038045,Isaiah Spiller,RB,,,,,,,,,,,,,,,,0,,4,123
2022,,,,00-0038045,2022 00-0038045,Isaiah Spiller,RB,,,,,,,,,,,,,,,,0,,4,123
2022,,,,00-0038045,2022 00-0038045,Isaiah Spiller,RB,,,,,,,,,,,,,,,,0,,4,123
2022,,,,00-0038045,2022 00-0038045,Isaiah Spiller,RB,,,,,,,,,,,,,,,,0,,4,123
2022,,,,00-0038045,2022 00-0038045,Isaiah Spiller,RB,,,,,,,,,,,,,,,,0,,4,123
2022,,,,00-0038045,2022 00-0038045,Isaiah Spiller,RB,,,,,,,,,,,,,,,,0,,4,123
2018,,,,00-0034378,2018 00-0034378,Ito Smith,RB,,,,,,,,,,,,,,,,0,,4,126
2017,,,,00-0033948,2017 00-0033948,Jamaal Williams,RB,,,,,,,,,,,,,,,,0,,4,134
2017,,,,00-0033948,2017 00-0033948,Jamaal Williams,RB,,,,,,,,,,,,,,,,0,,4,134
2017,,,,00-0033553,2017 00-0033553,James Conner,RB,,,,,,,,,,,,,,,,0,,3,105
2017,,,,00-0033553,2017 00-0033553,James Conner,RB,,,,,,,,,,,,,,,,0,,3,105
2024,,,,00-0039874,2024 00-0039874,Jaylen Wright,RB,,,,,,,,,,,,,,,,0,,4,120
2024,,,,00-0039874,2024 00-0039874,Jaylen Wright,RB,,,,,,,,,,,,,,,,0,,4,120
2015,,,,00-0031569,2015 00-0031569,Jeremy Langford,RB,,,,,,,,,,,,,,,,0,,4,106
2020,,,,00-0036370,2020 00-0036370,Joshua Kelley,RB,,,,,,,,,,,,,,,,0,,4,112
2020,,,,00-0036370,2020 00-0036370,Joshua Kelley,RB,,,,,,,,,,,,,,,,0,,4,112
2020,,,,00-0036370,2020 00-0036370,Joshua Kelley,RB,,,,,,,,,,,,,,,,0,,4,112
2018,,,,00-0034799,2018 00-0034799,Kalen Ballage,RB,,,,,,,,,,,,,,,,0,,4,131
2018,,,,00-0034799,2018 00-0034799,Kalen Ballage,RB,,,,,,,,,,,,,,,,0,,4,131
2018,,,,00-0034799,2018 00-0034799,Kalen Ballage,RB,,,,,,,,,,,,,,,,0,,4,131
2018,,,,00-0034799,2018 00-0034799,Kalen Ballage,RB,,,,,,,,,,,,,,,,0,,4,131
2018,,,,00-0034799,2018 00-0034799,Kalen Ballage,RB,,,,,,,,,,,,,,,,0,,4,131
2018,,,,00-0034799,2018 00-0034799,Kalen Ballage,RB,,,,,,,,,,,,,,,,0,,4,131
2021,,,,00-0036842,2021 00-0036842,Kene Nwangwu,RB,,,,,,,,,,,,,,,,0,,4,119
2021,,,,00-0036842,2021 00-0036842,Kene Nwangwu,RB,,,,,,,,,,,,,,,,0,,4,119
2021,,,,00-0036842,2021 00-0036842,Kene Nwangwu,RB,,,,,,,,,,,,,,,,0,,4,119
2021,,,,00-0036842,2021 00-0036842,Kene Nwangwu,RB,,,,,,,,,,,,,,,,0,,4,119
2021,,,,00-0036842,2021 00-0036842,Kene Nwangwu,RB,,,,,,,,,,,,,,,,0,,4,119
2016,,,,00-0032411,2016 00-0032411,Kenneth Dixon,RB,,,,,,,,,,,,,,,,0,,4,134
2016,,,,00-0032411,2016 00-0032411,Kenneth Dixon,RB,,,,,,,,,,,,,,,,0,,4,134
2016,,,,00-0032411,2016 00-0032411,Kenneth Dixon,RB,,,,,,,,,,,,,,,,0,,4,134
2016,,,,00-0032411,2016 00-0032411,Kenneth Dixon,RB,,,,,,,,,,,,,,,,0,,4,134
2020,,,,00-0036269,2020 00-0036269,La'Mical Perine,RB,,,,,,,,,,,,,,,,0,,4,120
2020,,,,00-0036269,2020 00-0036269,La'Mical Perine,RB,,,,,,,,,,,,,,,,0,,4,120
2018,,,,00-0034679,2018 00-0034679,Mark Walton,RB,,,,,,,,,,,,,,,,0,,4,112
2018,,,,00-0034679,2018 00-0034679,Mark Walton,RB,,,,,,,,,,,,,,,,0,,4,112
2018,,,,00-0034679,2018 00-0034679,Mark Walton,RB,,,,,,,,,,,,,,,,0,,4,112
2018,,,,00-0034679,2018 00-0034679,Mark Walton,RB,,,,,,,,,,,,,,,,0,,4,112
2018,,,,00-0034679,2018 00-0034679,Mark Walton,RB,,,,,,,,,,,,,,,,0,,4,112
2018,,,,00-0034679,2018 00-0034679,Mark Walton,RB,,,,,,,,,,,,,,,,0,,4,112
2018,,,,00-0034679,2018 00-0034679,Mark Walton,RB,,,,,,,,,,,,,,,,0,,4,112
2018,,,,00-0034679,2018 00-0034679,Mark Walton,RB,,,,,,,,,,,,,,,,0,,4,112
2018,,,,00-0034679,2018 00-0034679,Mark Walton,RB,,,,,,,,,,,,,,,,0,,4,112
2018,,,,00-0034679,2018 00-0034679,Mark Walton,RB,,,,,,,,,,,,,,,,0,,4,112
2015,,,,00-0032063,2015 00-0032063,Mike Davis,RB,,,,,,,,,,,,,,,,0,,4,126
2015,,,,00-0032063,2015 00-0032063,Mike Davis,RB,,,,,,,,,,,,,,,,0,,4,126
2015,,,,00-0032063,2015 00-0032063,Mike Davis,RB,,,,,,,,,,,,,,,,0,,4,126
2015,,,,00-0032063,2015 00-0032063,Mike Davis,RB,,,,,,,,,,,,,,,,0,,4,126
2022,,,,00-0038098,2022 00-0038098,PIerre Strong,RB,,,,,,,,,,,,,,,,0,,4,127
2022,,,,00-0038098,2022 00-0038098,PIerre Strong,RB,,,,,,,,,,,,,,,,0,,4,127
2022,,,,00-0038098,2022 00-0038098,PIerre Strong,RB,,,,,,,,,,,,,,,,0,,4,127
2022,,,,00-0038098,2022 00-0038098,PIerre Strong,RB,,,,,,,,,,,,,,,,0,,4,127
2022,,,,00-0038098,2022 00-0038098,PIerre Strong,RB,,,,,,,,,,,,,,,,0,,4,127
2022,,,,00-0038098,2022 00-0038098,PIerre Strong,RB,,,,,,,,,,,,,,,,0,,4,127
2022,,,,00-0038098,2022 00-0038098,PIerre Strong,RB,,,,,,,,,,,,,,,,0,,4,127
2022,,,,00-0038098,2022 00-0038098,PIerre Strong,RB,,,,,,,,,,,,,,,,0,,4,127
2022,,,,00-0038098,2022 00-0038098,PIerre Strong,RB,,,,,,,,,,,,,,,,0,,4,127
2022,,,,00-0038098,2022 00-0038098,PIerre Strong,RB,,,,,,,,,,,,,,,,0,,4,127
2022,,,,00-0038098,2022 00-0038098,PIerre Strong,RB,,,,,,,,,,,,,,,,0,,4,127
2022,,,,00-0038098,2022 00-0038098,PIerre Strong,RB,,,,,,,,,,,,,,,,0,,4,127
2021,,,,00-0036875,2021 00-0036875,Rhamondre Stevenson,RB,,,,,,,,,,,,,,,,0,,4,120
2021,,,,00-0036875,2021 00-0036875,Rhamondre Stevenson,RB,,,,,,,,,,,,,,,,0,,4,120
2021,,,,00-0036875,2021 00-0036875,Rhamondre Stevenson,RB,,,,,,,,,,,,,,,,0,,4,120
2021,,,,00-0036875,2021 00-0036875,Rhamondre Stevenson,RB,,,,,,,,,,,,,,,,0,,4,120
2017,,,,00-0033526,2017 00-0033526,Samaje Perine,RB,,,,,,,,,,,,,,,,0,,4,114
2017,,,,00-0033526,2017 00-0033526,Samaje Perine,RB,,,,,,,,,,,,,,,,0,,4,114
2017,,,,00-0033526,2017 00-0033526,Samaje Perine,RB,,,,,,,,,,,,,,,,0,,4,114
2019,,,,00-0035261,2019 00-0035261,Tony Pollard,RB,,,,,,,,,,,,,,,,0,,4,128
2016,,,,00-0032404,2016 00-0032404,Tyler Ervin,RB,,,,,,,,,,,,,,,,0,,4,119
2016,,,,00-0032404,2016 00-0032404,Tyler Ervin,RB,,,,,,,,,,,,,,,,0,,4,119
2016,,,,00-0032404,2016 00-0032404,Tyler Ervin,RB,,,,,,,,,,,,,,,,0,,4,119
2016,,,,00-0032404,2016 00-0032404,Tyler Ervin,RB,,,,,,,,,,,,,,,,0,,4,119
2016,,,,00-0032404,2016 00-0032404,Tyler Ervin,RB,,,,,,,,,,,,,,,,0,,4,119
2016,,,,00-0032404,2016 00-0032404,Tyler Ervin,RB,,,,,,,,,,,,,,,,0,,4,119
2016,,,,00-0032404,2016 00-0032404,Tyler Ervin,RB,,,,,,,,,,,,,,,,0,,4,119
2016,,,,00-0032404,2016 00-0032404,Tyler Ervin,RB,,,,,,,,,,,,,,,,0,,4,119
2016,,,,00-0032404,2016 00-0032404,Tyler Ervin,RB,,,,,,,,,,,,,,,,0,,4,119
2016,,,,00-0032404,2016 00-0032404,Tyler Ervin,RB,,,,,,,,,,,,,,,,0,,4,119
2016,,,,00-0032404,2016 00-0032404,Tyler Ervin,RB,,,,,,,,,,,,,,,,0,,4,119
2016,,,,00-0032404,2016 00-0032404,Tyler Ervin,RB,,,,,,,,,,,,,,,,0,,4,119
2016,,,,00-0032404,2016 00-0032404,Tyler Ervin,RB,,,,,,,,,,,,,,,,0,,4,119
2016,,,,00-0032404,2016 00-0032404,Tyler Ervin,RB,,,,,,,,,,,,,,,,0,,4,119
2024,,,,00-0039746,2024 00-0039746,Will Shipley,RB,,,,,,,,,,,,,,,,0,,4,127
2024,,,,00-0039746,2024 00-0039746,Will Shipley,RB,,,,,,,,,,,,,,,,0,,4,127
2024,,,,00-0039746,2024 00-0039746,Will Shipley,RB,,,,,,,,,,,,,,,,0,,4,127
2024,,,,00-0039746,2024 00-0039746,Will Shipley,RB,,,,,,,,,,,,,,,,0,,4,127
2024,,,,00-0039746,2024 00-0039746,Will Shipley,RB,,,,,,,,,,,,,,,,0,,4,127
2024,,,,00-0039746,2024 00-0039746,Will Shipley,RB,,,,,,,,,,,,,,,,0,,4,127
2024,,,,00-0039746,2024 00-0039746,Will Shipley,RB,,,,,,,,,,,,,,,,0,,4,127
2024,,,,00-0039746,2024 00-0039746,Will Shipley,RB,,,,,,,,,,,,,,,,0,,4,127
2024,,,,00-0039746,2024 00-0039746,Will Shipley,RB,,,,,,,,,,,,,,,,0,,4,127
2024,,,,00-0039746,2024 00-0039746,Will Shipley,RB,,,,,,,,,,,,,,,,0,,4,127
2024,,,,00-0039746,2024 00-0039746,Will Shipley,RB,,,,,,,,,,,,,,,,0,,4,127
2022,,,,00-0038040,2022 00-0038040,Zamir White,RB,,,,,,,,,,,,,,,,0,,4,122
2022,,,,00-0038040,2022 00-0038040,Zamir White,RB,,,,,,,,,,,,,,,,0,,4,122
2022,,,,00-0038040,2022 00-0038040,Zamir White,RB,,,,,,,,,,,,,,,,0,,4,122
2016,,,,00-0032426,2016 00-0032426,Alex Collins,RB,,,,,,,,,,,,,,,,0,,5,171
2016,,,,00-0032426,2016 00-0032426,Alex Collins,RB,,,,,,,,,,,,,,,,0,,5,171
2016,,,,00-0032426,2016 00-0032426,Alex Collins,RB,,,,,,,,,,,,,,,,0,,5,171
2016,,,,00-0032426,2016 00-0032426,Alex Collins,RB,,,,,,,,,,,,,,,,0,,5,171
2016,,,,00-0032426,2016 00-0032426,Alex Collins,RB,,,,,,,,,,,,,,,,0,,5,171
2016,,,,00-0032426,2016 00-0032426,Alex Collins,RB,,,,,,,,,,,,,,,,0,,5,171
2016,,,,00-0032426,2016 00-0032426,Alex Collins,RB,,,,,,,,,,,,,,,,0,,5,171
2017,,,,00-0033567,2017 00-0033567,Brian Hill,RB,,,,,,,,,,,,,,,,0,,5,156
2017,,,,00-0033567,2017 00-0033567,Brian Hill,RB,,,,,,,,,,,,,,,,0,,5,156
2017,,,,00-0033567,2017 00-0033567,Brian Hill,RB,,,,,,,,,,,,,,,,0,,5,156
2017,,,,00-0033567,2017 00-0033567,Brian Hill,RB,,,,,,,,,,,,,,,,0,,5,156
2017,,,,00-0033567,2017 00-0033567,Brian Hill,RB,,,,,,,,,,,,,,,,0,,5,156
2017,,,,00-0033567,2017 00-0033567,Brian Hill,RB,,,,,,,,,,,,,,,,0,,5,156
2017,,,,00-0033567,2017 00-0033567,Brian Hill,RB,,,,,,,,,,,,,,,,0,,5,156
2017,,,,00-0033567,2017 00-0033567,Brian Hill,RB,,,,,,,,,,,,,,,,0,,5,156
2015,,,,00-0031599,2015 00-0031599,Cameron Artis-Payne,RB,,,,,,,,,,,,,,,,0,,5,174
2015,,,,00-0031599,2015 00-0031599,Cameron Artis-Payne,RB,,,,,,,,,,,,,,,,0,,5,174
2015,,,,00-0031599,2015 00-0031599,Cameron Artis-Payne,RB,,,,,,,,,,,,,,,,0,,5,174
2015,,,,00-0031599,2015 00-0031599,Cameron Artis-Payne,RB,,,,,,,,,,,,,,,,0,,5,174
2015,,,,00-0031599,2015 00-0031599,Cameron Artis-Payne,RB,,,,,,,,,,,,,,,,0,,5,174
2015,,,,00-0031599,2015 00-0031599,Cameron Artis-Payne,RB,,,,,,,,,,,,,,,,0,,5,174
2015,,,,00-0031599,2015 00-0031599,Cameron Artis-Payne,RB,,,,,,,,,,,,,,,,0,,5,174
2015,,,,00-0031599,2015 00-0031599,Cameron Artis-Payne,RB,,,,,,,,,,,,,,,,0,,5,174
2015,,,,00-0031599,2015 00-0031599,Cameron Artis-Payne,RB,,,,,,,,,,,,,,,,0,,5,174
2015,,,,00-0031599,2015 00-0031599,Cameron Artis-Payne,RB,,,,,,,,,,,,,,,,0,,5,174
2023,,,,00-0038597,2023 00-0038597,Chase Brown,RB,,,,,,,,,,,,,,,,0,,5,163
2023,,,,00-0038597,2023 00-0038597,Chase Brown,RB,,,,,,,,,,,,,,,,0,,5,163
2023,,,,00-0038597,2023 00-0038597,Chase Brown,RB,,,,,,,,,,,,,,,,0,,5,163
2023,,,,00-0038597,2023 00-0038597,Chase Brown,RB,,,,,,,,,,,,,,,,0,,5,163
2023,,,,00-0038597,2023 00-0038597,Chase Brown,RB,,,,,,,,,,,,,,,,0,,5,163
2023,,,,00-0038597,2023 00-0038597,Chase Brown,RB,,,,,,,,,,,,,,,,0,,5,163
2023,,,,00-0038597,2023 00-0038597,Chase Brown,RB,,,,,,,,,,,,,,,,0,,5,163
2016,,,,00-0032940,2016 00-0032940,DeAndre Washington,RB,,,,,,,,,,,,,,,,0,,5,143
2016,,,,00-0032940,2016 00-0032940,DeAndre Washington,RB,,,,,,,,,,,,,,,,0,,5,143
2016,,,,00-0032940,2016 00-0032940,DeAndre Washington,RB,,,,,,,,,,,,,,,,0,,5,143
2020,,,,00-0036425,2020 00-0036425,DeeJay Dallas,RB,,,,,,,,,,,,,,,,0,,4,144
2020,,,,00-0036425,2020 00-0036425,DeeJay Dallas,RB,,,,,,,,,,,,,,,,0,,4,144
2020,,,,00-0036425,2020 00-0036425,DeeJay Dallas,RB,,,,,,,,,,,,,,,,0,,4,144
2020,,,,00-0036425,2020 00-0036425,DeeJay Dallas,RB,,,,,,,,,,,,,,,,0,,4,144
2020,,,,00-0036425,2020 00-0036425,DeeJay Dallas,RB,,,,,,,,,,,,,,,,0,,4,144
2020,,,,00-0036425,2020 00-0036425,DeeJay Dallas,RB,,,,,,,,,,,,,,,,0,,4,144
2020,,,,00-0036425,2020 00-0036425,DeeJay Dallas,RB,,,,,,,,,,,,,,,,0,,4,144
2020,,,,00-0036425,2020 00-0036425,DeeJay Dallas,RB,,,,,,,,,,,,,,,,0,,4,144
2023,,,,00-0038396,2023 00-0038396,Eric Gray,RB,,,,,,,,,,,,,,,,0,,5,172
2023,,,,00-0038396,2023 00-0038396,Eric Gray,RB,,,,,,,,,,,,,,,,0,,5,172
2023,,,,00-0038396,2023 00-0038396,Eric Gray,RB,,,,,,,,,,,,,,,,0,,5,172
2023,,,,00-0038396,2023 00-0038396,Eric Gray,RB,,,,,,,,,,,,,,,,0,,5,172
2023,,,,00-0038396,2023 00-0038396,Eric Gray,RB,,,,,,,,,,,,,,,,0,,5,172
2023,,,,00-0038396,2023 00-0038396,Eric Gray,RB,,,,,,,,,,,,,,,,0,,5,172
2023,,,,00-0038396,2023 00-0038396,Eric Gray,RB,,,,,,,,,,,,,,,,0,,5,172
2023,,,,00-0038396,2023 00-0038396,Eric Gray,RB,,,,,,,,,,,,,,,,0,,5,172
2023,,,,00-0038396,2023 00-0038396,Eric Gray,RB,,,,,,,,,,,,,,,,0,,5,172
2023,,,,00-0038396,2023 00-0038396,Eric Gray,RB,,,,,,,,,,,,,,,,0,,5,172
2023,,,,00-0038396,2023 00-0038396,Eric Gray,RB,,,,,,,,,,,,,,,,0,,5,172
2023,,,,00-0038396,2023 00-0038396,Eric Gray,RB,,,,,,,,,,,,,,,,0,,5,172
2024,,,,00-0039798,2024 00-0039798,Isaiah Davis,RB,,,,,,,,,,,,,,,,0,,5,173
2024,,,,00-0039798,2024 00-0039798,Isaiah Davis,RB,,,,,,,,,,,,,,,,0,,5,173
2024,,,,00-0039798,2024 00-0039798,Isaiah Davis,RB,,,,,,,,,,,,,,,,0,,5,173
2024,,,,00-0039798,2024 00-0039798,Isaiah Davis,RB,,,,,,,,,,,,,,,,0,,5,173
2024,,,,00-0039798,2024 00-0039798,Isaiah Davis,RB,,,,,,,,,,,,,,,,0,,5,173
2024,,,,00-0039798,2024 00-0039798,Isaiah Davis,RB,,,,,,,,,,,,,,,,0,,5,173
